document_id,match,sentence,paragraph,query
c49b4f5ff9cf4f6ab820c13fc5d32e5b,ministry accuse russia,"In an unprecedently tough statement, the Greek Foreign Ministry accused Russia of long-standing animosity towards the Greek Church and subversive attempts ""to impose the presence of the 'Imperial Orthodox Palestine Society' in Greece, an organization created by the Czars' secret services in the 19th century with a view to de-Hellenize the patriarchates of the Middle East.","In an unprecedently tough statement, the Greek Foreign Ministry accused Russia of long-standing animosity towards the Greek Church and subversive attempts ""to impose the presence of the 'Imperial Orthodox Palestine Society' in Greece, an organization created by the Czars' secret services in the 19th century with a view to de-Hellenize the patriarchates of the Middle East.""46 While this harsh statement has often been interpreted as the personal whim of the highly emotional and controversial Greek Foreign Minister Kotzias,47 Greece eventually started to impose limitations on the travel of Russian officials and clergy to Northern Greece and access to Mt. Athos was limited. Moreover, Russian and philo-Russian monasteries in Athos were brought under investigation for financial matters.48 Despite the traditional anti-Americanism of the country, the Greek government offered the U.S. three new sites for basing rights: Volos, Alexandroupolis, and Larissa. Additionally, the Greek government agreed to host a NATO training center in the south of the country.49 All these moves suggest that Russia's policy of return to the Balkans is seriously mitigated by the policies of the Balkan nations which -while reaping the benefits of collaborationstill consider the West to be more attractive in terms of political and security affiliation.",IIR
e75b6d9cdfcc40d893feec2d12f0ea0d,bolton urge russia,US National Security Adviser John Bolton urged Russia on Monday to join the global community to support the people of Venezuela.,US National Security Adviser John Bolton urged Russia on Monday to join the global community to support the people of Venezuela.,IIR
c1144c61c21b48bd8ddfe44cb0097f8b,pompeo accuse russia,US Secretary of State Michael Pompeo has accused Russia of using energy reserves to put political pressure on Ukraine.,US Secretary of State Michael Pompeo has accused Russia of using energy reserves to put political pressure on Ukraine.,IIR
761e6804c5b346c998e52204f40d00a8,washington urge moscow,"March 11 - Washington urges Moscow to allow U.S. suspected spy Paul Whelan to sign documentation that will allow his family to hire an attorney for him, the U.S. embassy to Russia said on Monday.","MOSCOW. March 11 - Washington urges Moscow to allow U.S. suspected spy Paul Whelan to sign documentation that will allow his family to hire an attorney for him, the U.S. embassy to Russia said on Monday.",IIR
c5cd7696c3f64d3eb00c8c19940dfb18,georgia accuse russia,"45 Georgia accuses Russia of illegal 'borderization' with South Ossetia, URL: _URL_ accessed at 12 September 2019.","45 Georgia accuses Russia of illegal 'borderization' with South Ossetia, URL: _URL_ accessed at 12 September 2019.",IIR
f4eda74969074b02ba6135d9082d741c,u.s. accuse russia,"The U.S. has long accused Russia of violating the treaty, which was brokered in 1987 by President Ronald Reagan and Soviet President Mikhail Gorbachev and which bans U.S. and Russian land-based missiles with a range between 300 and 3,400 miles.","The U.S. has long accused Russia of violating the treaty, which was brokered in 1987 by President Ronald Reagan and Soviet President Mikhail Gorbachev and which bans U.S. and Russian land-based missiles with a range between 300 and 3,400 miles.",IIR
e0eab28610a4457dae36d290e4e60246,nagasaki urge russia,"Title: World: Mayors of Hiroshima, Nagasaki urge Russia and US to prevent INF Treaty collapse","Title: World: Mayors of Hiroshima, Nagasaki urge Russia and US to prevent INF Treaty collapse",IIR
1a694fb3c0e04013b9c114addbaefb5e,stoltenberg urge russia,"Jan 25 - NATO Secretary General Jens Stoltenberg has urged Russia to free the Ukrainian sailors detained in the Kerch Strait on November 25, 2018.","BRUSSELS. Jan 25 - NATO Secretary General Jens Stoltenberg has urged Russia to free the Ukrainian sailors detained in the Kerch Strait on November 25, 2018.",IIR
b24228a0c74148d8b89d15ae7fc595e9,maas urge russia,German Foreign Minister Heiko Maas has urged Russia to help prevent a new arms race by saving a key arms treaty with the United States.,German Foreign Minister Heiko Maas has urged Russia to help prevent a new arms race by saving a key arms treaty with the United States.,IIR
b24228a0c74148d8b89d15ae7fc595e9,lavrov deny russia,"Reacting to Maas's remarks, Russian Foreign Minister Sergei Lavrov denied Russia had violated the INF treaty.","Reacting to Maas's remarks, Russian Foreign Minister Sergei Lavrov denied Russia had violated the INF treaty.",IIR
6ea9a4c0f19b4b6786a98c529c38b539,russia urge putin,Title: Russia: Russia urges West to refrain from threats and provocations in global affairs - Putin,Title: Russia: Russia urges West to refrain from threats and provocations in global affairs - Putin,IIR
dbce5afeb63b416184198fbe81a8268d,berlin accuse russia,"""It is regrettable that the second part of this statement, in which Berlin and Paris presumptuously accuse Russia of certain violations of human rights in the Crimea and escalation of tension in the Sea of Azov and the Kerch Strait, present us with unacceptable demands,"" a statement from the Foreign Ministry said.","""It is regrettable that the second part of this statement, in which Berlin and Paris presumptuously accuse Russia of certain violations of human rights in the Crimea and escalation of tension in the Sea of Azov and the Kerch Strait, present us with unacceptable demands,"" a statement from the Foreign Ministry said.",IIR
556d9f2d969344eab259597c2eafca08,berlin accuse russia,"""It is regrettable that the second part of this statement, in which Berlin and Paris presumptuously accuse Russia of certain","""It is regrettable that the second part of this statement, in which Berlin and Paris presumptuously accuse Russia of certain",IIR
dc5826ae78114c798a5475cc6e5a63bb,berlin accuse russia,"According to the Russian Foreign Ministry, the second part of the statement is regrettable, ""in which Berlin and Paris flatly accuse Russia of violating human rights in Crimea and raising tensions in the Sea of Azov and the Kerch Strait, and also put forward unacceptable demands.""","According to the Russian Foreign Ministry, the second part of the statement is regrettable, ""in which Berlin and Paris flatly accuse Russia of violating human rights in Crimea and raising tensions in the Sea of Azov and the Kerch Strait, and also put forward unacceptable demands."" ""We would like to point out that attempts to question the legal status of Crimea and Sevastopol as Russian regions are useless, as people there made their choice freely and in accordance with international law. Russia will continue to resolutely protect its sovereignty and deter provocations,"" the ministry added.",IIR
c326c5ba0737442e9e1c2c70c65eefac,usa accuse russia,"The USA, in turn, accuses Russia of violating it and developing missiles of this class .","Unfortunately, the chances of saving the Intermediate-Range Nuclear Forces Treaty , once a symbol of ending the Cold War, are relatively small. An earlier version of the Russian Foreign Policy Concept had proposed to make the treaty globally binding since a few other countries had come to possess this class of missiles . In 2013, Putin cautiously questioned the rationale behind the treaty . To further complicate the matter, the USA has been accused of violating the treaty in so far as the elements of the ABMD developed by it in Romania could also be used to launch intermediate-range missiles . The USA, in turn, accuses Russia of violating it and developing missiles of this class . In the autumn of 2017, the US Congress authorised funding for a study on the possibility of deploying such missiles . In the meantime, the Administration announced sanctions against several Russian enterprises that, in America's judgement, were in violation of the treaty . There is a high chance the 1987 Treaty will cease to be effective, if not de jure, then de facto. In that case, the deployment of Russian and US intermediate-range missiles in both Europe and North-East Asia is quite likely.",IIR
2b14888d92994aeeb327485f7047a462,shelest warn moscow,In late April 1965 Shelest warned Moscow about the impact of Romanian irredentist claims on the frontier.,"In late April 1965 Shelest warned Moscow about the impact of Romanian irredentist claims on the frontier. The region was abuzz with rumours about the impending return of Bessarabia and northern Bukovina to Romania. Romanian tourists informed locals of the specic date of the transfer, and villagers who claimed to follow foreign radio broadcasts told fellow peasants about an ultimatum issued by the Western powers and China to the Soviet Union to recognise the 1939 borders, or else they would be forced to do so. The rumour campaign was accompanied by growing hostility to Soviet citizens in Romania, and the mailing of anti-Soviet literature that referred to the annexed regions as Romanian.28",IIR
4d613706e33d4486b39fb81bdc993a2d,beijing urge moscow,"On the contrary, when Moscow was wavering between using force and a hands-off policy in face of the Hungarian crisis at the very end of October, Beijing urged Moscow to send its troops into Budapest.","For most historians, China's significant influence in Eastern Europe after Stalin's death began with its role in solving political crises there in October and November I950.2 Briefly speaking, when Moscow decided to put down the Polish workers' uprising in mid-October 1956 by using force, Beijing opposed the decision on the grounds that the Polish problem was caused mainly by ""big-power chauvinism"" instead of Western antisocialist conspiracy. On the contrary, when Moscow was wavering between using force and a hands-off policy in face of the Hungarian crisis at the very end of October, Beijing urged Moscow to send its troops into Budapest. According to some Chinese sources made available in the late 19905, from 19 to 31 October 1965, a time in which the Polish-Hungarian crisis reached its peak, communication and discussion between Moscow and Beijing were unusually constant and intense.",IIR
4d613706e33d4486b39fb81bdc993a2d,beijing influence moscow,"It is difficult to decide exactly to what extent Beijing influenced Moscow in making decisions, but as the above Chinese account shows, the Chinese did play some role in the process and the Russians did take China's attitude seriously.","Moscow's vacillation, reflected in the Chinese account, in solving the Hungarian crisis may be confirmed by Khrushchev's own statement: ""I don't know how many times about whether to get out of Hungary or 'crush the mutiny.'""4 It is difficult to decide exactly to what extent Beijing influenced Moscow in making decisions, but as the above Chinese account shows, the Chinese did play some role in the process and the Russians did take China's attitude seriously. On 3 November 1956, three days after Russian tanks rumbled into Budapest, China's People's Daily was one of the earliest communist papers worldwide to hail the Soviet crushing of the Hungarian revolt. China further endorsed the political change in Hungary by sending Zhou Enlai, its premier, to the still-smoldering Budapest in mid-January 1957, where Zhou's residence had to be guarded by Soviet tanks.",IIR
4d613706e33d4486b39fb81bdc993a2d,beijing urge moscow,It was a tragic irony that in less than one year Nagy's wishful thinking of the application of the Five Principles to the Hungarian-Russian relations and his illusion about China's sympathy for the Hungarians would evaporate when Beijing urged Moscow to intervene and the People's Daily was one the first communist papers to praise the suppression.12,"In Hungary, the Chinese influence was reflected in the ideology of emerging Hungarian nationalist communists, particularly in Imre Nagy's admiration of China's Five Principles of coexistence. Nagy, who was purged during Stalin's later years, rehabilitated during the New Course, and appointed as Hungarian premier from late 1953 to 1955, proposed his reformist line that included easing the tempo of industrialization, allowing peasants to leave collective farms, and relaxing police terror. For this he was ousted in March 1955 by Hungarian Stalinists led by Matyas Rakosi. In his forced retirement, however, Nagy sensed the coming political storm and wrote a lengthy thesis titled ""In Defense of the New Course"" in late 1955 and early 1956. The paper was later published as a book in the West under the title On Communism, in which four major issues were addressed: industry, agriculture, political terror, and foreign policy. In the foreign policy chapter, China's Five Principles of coexistence became the pillars for his theoretical framework defending Hungarian national sovereignty and independence from the Soviet Union. The Five Principles of coexistence included mutual respect for each other's territorial integrity and sovereignty, nonaggression, noninterference in each other's internal affairs, equality and mutual benefit, and peaceful coexistence.9 China first proclaimed these principles in a communique with India in 1954. Then in 1955 at the Bandung Conference of Asian and African states, Zhou Enlai formally proposed them to all non-Western countries as the principles of international affairs as opposed to colonialism. The official Chinese statements referring to these principles often came with a restrictive phrase, ""between states of different social systems,"" which was made to allay the noncommunist Asian countries' fear about revolutions exported by China, but left unclear whether they could apply to ""states of the same social system."" The title of the foreign policy chapter in Nagy's paper was ""The Five Basic Principles of International Relations and the Question of Our Foreign Policy."" Not only were the Five Principles used as the overarching thesis in the chapter, but also it was announced that they ""must extend to the relations between the countries within the democratic and socialist camps.""10 Nagy's paper was circulated among dissident Hungarian communists, and in the spring of 1956 Nagy delivered one copy of his paper to the party's central committee and another to Yuri Vladimirovich Andropov, the Russian ambassador in Budapest.11 It was a tragic irony that in less than one year Nagy's wishful thinking of the application of the Five Principles to the Hungarian-Russian relations and his illusion about China's sympathy for the Hungarians would evaporate when Beijing urged Moscow to intervene and the People's Daily was one the first communist papers to praise the suppression.12",IIR
64715284e697439dbdf30c21404b4d77,georgia urge russia,"Aug 7 - Georgia has urged Russia to fulfill the obligations undertaken on August 12, 2008, and to show respect for its sovereignty and territorial integrity, the Georgian Foreign Ministry said in a statement in connection with the 11th anniversary of the armed conflict.","TBILISI. Aug 7 - Georgia has urged Russia to fulfill the obligations undertaken on August 12, 2008, and to show respect for its sovereignty and territorial integrity, the Georgian Foreign Ministry said in a statement in connection with the 11th anniversary of the armed conflict.",IIR
64715284e697439dbdf30c21404b4d77,ministry urge russia,"""The Georgian Foreign Ministry urges Russia to fulfill its obligations under the ceasefire agreement of August 12, 2008, to show respect for Georgia's sovereignty and territorial integrity within the internationally recognized borders, to revoke the unlawful recognition of so-called independence of the occupied territories, and to take relevant steps towards settling Georgian-Russian relations by ending the conflict through dialogue and peace in the region,"" the statement said.","""The Georgian Foreign Ministry urges Russia to fulfill its obligations under the ceasefire agreement of August 12, 2008, to show respect for Georgia's sovereignty and territorial integrity within the internationally recognized borders, to revoke the unlawful recognition of so-called independence of the occupied territories, and to take relevant steps towards settling Georgian-Russian relations by ending the conflict through dialogue and peace in the region,"" the statement said.",IIR
5e4605f4b9654bc1ab16ebf346b4511f,states urge russia,"The United States has urged Russia to renounce its support of the regime of Venezuelan President Nicolas Maduro adding that it views Moscow's interference in the current situation in Venezuela as ""unacceptable,"" the White House said in a statement.","The United States has urged Russia to renounce its support of the regime of Venezuelan President Nicolas Maduro adding that it views Moscow's interference in the current situation in Venezuela as ""unacceptable,"" the White House said in a statement.",IIR
bece5665f2474542baa67f58d40108a3,union urge russia,April 18 - The European Union has again urged Russia to free the Ukrainian sailors who were taken into custody as a result of the Kerch incident of November 2018.,BRUSSELS. April 18 - The European Union has again urged Russia to free the Ukrainian sailors who were taken into custody as a result of the Kerch incident of November 2018.,IIR
4e1df1418f2c40798ea3f9761f8bfc70,morawiecki accuse putin,"Polish Prime Minister Mateusz Morawiecki has accused Russian President Vladimir Putin of ""deliberately"" lying about the start of World War II in an effort to deflect international pressure over Moscow's much more recent activities.","Polish Prime Minister Mateusz Morawiecki has accused Russian President Vladimir Putin of ""deliberately"" lying about the start of World War II in an effort to deflect international pressure over Moscow's much more recent activities.",IIR
af14ecaf5d5f479586335f4b234ae5c6,trump urge moscow,"US President Donald Trump urged Moscow to back US efforts on thwarting Iran's nuclear arms development and denuclearizing the Korean Peninsula, White House Spokesman Judd Deere said in a statement.","US President Donald Trump urged Moscow to back US efforts on thwarting Iran's nuclear arms development and denuclearizing the Korean Peninsula, White House Spokesman Judd Deere said in a statement.",IIR
647f3ae13a6a4f4283722d0cbcd604e9,trump warn russia,Russian Foreign Minister Sergey Lavrov and Secretary of State Mike Pompeo are having a public disagreement over whether President Donald Trump warned Russia against interfering in U.S. elections during a private meeting.,Russian Foreign Minister Sergey Lavrov and Secretary of State Mike Pompeo are having a public disagreement over whether President Donald Trump warned Russia against interfering in U.S. elections during a private meeting.,IIR
647f3ae13a6a4f4283722d0cbcd604e9,u.s. warn russia,"""I did not read the White House's comments about our meeting, we'll issue our comments, you can read it,"" Lavrov said, then added ""State Secretary Pompeo mentioned this, that the U.S. warned Russia against interfering in the U.S. election process.""","""I did not read the White House's comments about our meeting, we'll issue our comments, you can read it,"" Lavrov said, then added ""State Secretary Pompeo mentioned this, that the U.S. warned Russia against interfering in the U.S. election process.""",IIR
e06721d2232449da99a68f04815fbaa0,eu accuse russia,"At the same time, the EU has accused Russia of conducting a disinformation campaign about the coronavirus epidemic in five languages with the aim of sapping trust in European institutions and spreading panic.","At the same time, the EU has accused Russia of conducting a disinformation campaign about the coronavirus epidemic in five languages with the aim of sapping trust in European institutions and spreading panic. More than 80 cases of disinformation have been registered since 22 January. One of the examples cited was Russia's amplification of Iranian claims that Covid-19 is a US biological weapon with the aim of inciting nationalist and anti-American sentiment in Europe.",IIR
49930e94b11b4b8c97dd08d42c80da97,berlin urge moscow,Title: Foreign Military Review; Berlin urges Moscow to provide clarification regarding Navalny incident,Title: Foreign Military Review; Berlin urges Moscow to provide clarification regarding Navalny incident,IIR
485a30817d4e4d2581636de445d1ea50,obama warn russia,"With Military Moves Seen in Ukraine, Obama Warns Russia.","Herszenhorn, David M., Landler, Mark, Smale, Alison. ""With Military Moves Seen in Ukraine, Obama Warns Russia."" New York Times, 2014, _URL_ world/europe/ukraine.html, last accessed 15 April 2019.",IIR
